PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DOX1 LEVEL1 (ml/l),PRES LEVEL1 (decibar),QC
EXIN0002,2024-12-02T11:32:24Z,43.6830,7.3170,17.6336,38.1125,5.129,2,01111111
EXIN0002,2024-12-02T12:02:24Z,43.6830,7.3170,17.6409,38.1134,5.12,2,01111111
EXIN0002,2024-12-02T12:32:24Z,43.6830,7.3170,17.6393,38.1137,5.135,2,01111111
EXIN0002,2024-12-02T13:02:24Z,43.6830,7.3170,17.6313,38.1127,5.114,2,01111111
EXIN0002,2024-12-02T13:32:24Z,43.6830,7.3170,17.6359,38.1132,5.128,2,01111111
EXIN0002,2024-12-02T14:02:24Z,43.6830,7.3170,17.6387,38.1138,5.135,2,01111111
EXIN0002,2024-12-02T14:32:24Z,43.6830,7.3170,17.6313,38.114,5.148,2,01111111
EXIN0002,2024-12-02T15:02:24Z,43.6830,7.3170,17.6247,38.1135,5.14,2,01111111
EXIN0002,2024-12-02T15:32:24Z,43.6830,7.3170,17.614,38.1116,5.143,2,01111111
EXIN0002,2024-12-02T16:02:24Z,43.6830,7.3170,17.5974,38.1143,5.137,2,01111111
EXIN0002,2024-12-02T16:32:24Z,43.6830,7.3170,17.5859,38.112,5.134,2,01111111
EXIN0002,2024-12-02T17:02:24Z,43.6830,7.3170,17.576,38.113,5.129,2,01111111
EXIN0002,2024-12-02T17:32:24Z,43.6830,7.3170,17.5715,38.1125,5.13,2,01111111
EXIN0002,2024-12-02T18:02:24Z,43.6830,7.3170,17.5486,38.1118,5.133,2,01111111
EXIN0002,2024-12-02T18:32:24Z,43.6830,7.3170,17.5497,38.1125,5.119,2,01111111
EXIN0002,2024-12-02T19:02:24Z,43.6830,7.3170,17.541,38.1136,5.121,2,01111111
EXIN0002,2024-12-02T19:32:24Z,43.6830,7.3170,17.5454,38.1121,5.12,2,01111111
EXIN0002,2024-12-02T20:02:24Z,43.6830,7.3170,17.5394,38.1127,5.109,2,01111111
EXIN0002,2024-12-02T20:32:24Z,43.6830,7.3170,17.5297,38.1127,5.112,2,01111111
EXIN0002,2024-12-02T21:02:24Z,43.6830,7.3170,17.5297,38.1132,5.107,2,01111111
EXIN0002,2024-12-02T22:32:17Z,43.6830,7.3170,17.5151,38.1129,5.063,2,01111111
EXIN0002,2024-12-02T23:02:17Z,43.6830,7.3170,17.4992,38.1119,5.109,2,01111111
EXIN0002,2024-12-02T23:32:17Z,43.6830,7.3170,17.4991,38.1085,5.106,2,01111111
EXIN0002,2024-12-03T00:02:17Z,43.6830,7.3170,17.4849,38.1122,5.12,2,01111111
EXIN0002,2024-12-03T00:32:17Z,43.6830,7.3170,17.4904,38.1087,5.118,2,01111111
EXIN0002,2024-12-03T01:02:17Z,43.6830,7.3170,17.4915,38.1123,5.118,2,01111111
EXIN0002,2024-12-03T01:32:17Z,43.6830,7.3170,17.4929,38.1121,5.125,2,01111111
EXIN0002,2024-12-03T02:02:17Z,43.6830,7.3170,17.4965,38.1135,5.115,2,01111111
EXIN0002,2024-12-03T02:32:17Z,43.6830,7.3170,17.4818,38.1096,5.112,2,01111111
EXIN0002,2024-12-03T03:02:17Z,43.6830,7.3170,17.4543,38.104,5.1,2,01111111
EXIN0002,2024-12-03T03:32:17Z,43.6830,7.3170,17.4559,38.1043,5.093,2,01111111
EXIN0002,2024-12-03T04:02:17Z,43.6830,7.3170,17.4481,38.1034,5.092,2,01111111
EXIN0002,2024-12-03T04:32:17Z,43.6830,7.3170,17.4439,38.1017,5.107,2,01111111
EXIN0002,2024-12-03T05:02:17Z,43.6830,7.3170,17.4354,38.1008,5.098,2,01111111
EXIN0002,2024-12-03T05:32:17Z,43.6830,7.3170,17.415,38.1009,5.105,2,01111111
EXIN0002,2024-12-03T06:02:17Z,43.6830,7.3170,17.4194,38.1002,5.099,2,01111111
EXIN0002,2024-12-03T06:32:17Z,43.6830,7.3170,17.4188,38.1017,5.1,2,01111111
EXIN0002,2024-12-03T07:02:17Z,43.6830,7.3170,17.3979,38.0995,5.122,2,01111111
EXIN0002,2024-12-03T07:32:17Z,43.6830,7.3170,17.4042,38.0969,5.131,2,01111111
EXIN0002,2024-12-03T08:02:17Z,43.6830,7.3170,17.3977,38.0977,5.136,2,01111111
EXIN0002,2024-12-03T08:32:17Z,43.6830,7.3170,17.3933,38.0966,5.141,2,01111111
EXIN0002,2024-12-03T09:02:17Z,43.6830,7.3170,17.3888,38.0959,5.144,2,01111111
EXIN0002,2024-12-03T09:32:17Z,43.6830,7.3170,17.3939,38.0998,5.14,2,01111111
EXIN0002,2024-12-03T10:02:17Z,43.6830,7.3170,17.3971,38.1007,5.137,2,01111111
EXIN0002,2024-12-03T10:32:17Z,43.6830,7.3170,17.3984,38.102,5.136,2,01111111
EXIN0002,2024-12-03T11:02:17Z,43.6830,7.3170,17.3877,38.1039,5.142,2,01111111
EXIN0002,2024-12-03T11:32:17Z,43.6830,7.3170,17.3608,38.104,5.145,2,01111111
EXIN0002,2024-12-03T12:02:17Z,43.6830,7.3170,17.377,38.1052,5.143,2,01111111
EXIN0002,2024-12-03T12:32:17Z,43.6830,7.3170,17.4298,38.1022,5.126,2,01111111
EXIN0002,2024-12-03T13:02:17Z,43.6830,7.3170,17.4432,38.1001,5.165,2,01111111
EXIN0002,2024-12-03T13:32:17Z,43.6830,7.3170,17.4449,38.0971,5.171,2,01111111
EXIN0002,2024-12-03T14:02:17Z,43.6830,7.3170,17.4402,38.0965,5.17,2,01111111
EXIN0002,2024-12-03T14:32:17Z,43.6830,7.3170,17.4056,38.0723,5.167,2,01111111
EXIN0002,2024-12-03T15:02:17Z,43.6830,7.3170,17.4061,38.061,5.175,2,01111111
EXIN0002,2024-12-03T15:32:17Z,43.6830,7.3170,17.3918,38.0704,5.166,2,01111111
EXIN0002,2024-12-03T16:02:17Z,43.6830,7.3170,17.3962,38.0822,5.156,2,01111111
EXIN0002,2024-12-03T16:32:17Z,43.6830,7.3170,17.3851,38.084,5.163,2,01111111
EXIN0002,2024-12-03T17:02:17Z,43.6830,7.3170,17.3989,38.0932,5.156,2,01111111
EXIN0002,2024-12-03T17:32:17Z,43.6830,7.3170,17.3906,38.0977,5.155,2,01111111
EXIN0002,2024-12-03T18:02:17Z,43.6830,7.3170,17.3921,38.095,5.162,2,01111111
EXIN0002,2024-12-03T18:32:17Z,43.6830,7.3170,17.3905,38.0967,5.16,2,01111111
EXIN0002,2024-12-03T19:02:17Z,43.6830,7.3170,17.3899,38.0965,5.156,2,01111111
EXIN0002,2024-12-03T19:32:17Z,43.6830,7.3170,17.3898,38.0992,5.158,2,01111111
EXIN0002,2024-12-03T20:02:17Z,43.6830,7.3170,17.4003,38.1008,5.151,2,01111111
EXIN0002,2024-12-03T20:32:17Z,43.6830,7.3170,17.3905,38.1012,5.157,2,01111111
EXIN0002,2024-12-03T21:02:17Z,43.6830,7.3170,17.3972,38.1023,5.158,2,01111111
EXIN0002,2024-12-03T21:32:17Z,43.6830,7.3170,17.3892,38.1028,5.156,2,01111111
EXIN0002,2024-12-03T22:32:22Z,43.6830,7.3170,17.3884,38.103,5.151,2,01111111
EXIN0002,2024-12-03T23:02:22Z,43.6830,7.3170,17.3875,38.103,5.154,2,01111111
EXIN0002,2024-12-03T23:32:22Z,43.6830,7.3170,17.3627,38.1066,5.153,2,01111111
EXIN0002,2024-12-04T00:02:22Z,43.6830,7.3170,17.3578,38.1077,5.145,2,01111111
EXIN0002,2024-12-04T00:32:22Z,43.6830,7.3170,17.3466,38.105,5.144,2,01111111
EXIN0002,2024-12-04T01:02:22Z,43.6830,7.3170,17.3398,38.1054,5.147,2,01111111
EXIN0002,2024-12-04T01:32:22Z,43.6830,7.3170,17.3201,38.107,5.146,2,01111111
EXIN0002,2024-12-04T02:02:22Z,43.6830,7.3170,17.3217,38.1059,5.143,2,01111111
EXIN0002,2024-12-04T02:32:22Z,43.6830,7.3170,17.3069,38.1071,5.142,2,01111111
EXIN0002,2024-12-04T03:02:22Z,43.6830,7.3170,17.3066,38.1073,5.136,2,01111111
EXIN0002,2024-12-04T03:32:22Z,43.6830,7.3170,17.315,38.1074,5.134,2,01111111
EXIN0002,2024-12-04T04:02:22Z,43.6830,7.3170,17.2927,38.108,5.134,2,01111111
EXIN0002,2024-12-04T04:32:22Z,43.6830,7.3170,17.2925,38.1086,5.127,2,01111111
EXIN0002,2024-12-04T05:02:22Z,43.6830,7.3170,17.2766,38.1081,5.122,2,01111111
EXIN0002,2024-12-04T05:32:22Z,43.6830,7.3170,17.2959,38.1069,5.13,2,01111111
EXIN0002,2024-12-04T06:02:22Z,43.6830,7.3170,17.2833,38.1079,5.13,2,01111111
EXIN0002,2024-12-04T06:32:22Z,43.6830,7.3170,17.2679,38.1083,5.131,2,01111111
EXIN0002,2024-12-04T07:02:22Z,43.6830,7.3170,17.2804,38.1056,5.147,2,01111111
EXIN0002,2024-12-04T07:32:22Z,43.6830,7.3170,17.2802,38.1037,5.145,2,01111111
EXIN0002,2024-12-04T08:02:22Z,43.6830,7.3170,17.2844,38.1055,5.134,2,01111111
EXIN0002,2024-12-04T08:32:22Z,43.6830,7.3170,17.2951,38.1056,5.142,2,01111111
EXIN0002,2024-12-04T09:02:22Z,43.6830,7.3170,17.2946,38.1054,5.14,2,01111111
EXIN0002,2024-12-04T09:32:22Z,43.6830,7.3170,17.2969,38.1054,5.138,2,01111111
EXIN0002,2024-12-04T10:02:22Z,43.6830,7.3170,17.2985,38.1055,5.147,2,01111111
EXIN0002,2024-12-04T10:32:22Z,43.6830,7.3170,17.3073,38.1058,5.144,2,01111111
EXIN0002,2024-12-04T11:02:22Z,43.6830,7.3170,17.312,38.1066,5.14,2,01111111
EXIN0002,2024-12-04T11:32:22Z,43.6830,7.3170,17.3133,38.1079,5.144,2,01111111
EXIN0002,2024-12-04T12:02:22Z,43.6830,7.3170,17.323,38.1069,5.141,2,01111111
EXIN0002,2024-12-04T12:32:22Z,43.6830,7.3170,17.3252,38.1071,5.14,2,01111111
EXIN0002,2024-12-04T13:02:22Z,43.6830,7.3170,17.3272,38.1067,5.14,2,01111111
EXIN0002,2024-12-04T13:32:22Z,43.6830,7.3170,17.3261,38.1068,5.14,2,01111111
EXIN0002,2024-12-04T14:02:22Z,43.6830,7.3170,17.3203,38.1076,5.143,2,01111111
EXIN0002,2024-12-04T14:32:22Z,43.6830,7.3170,17.3183,38.1073,5.143,2,01111111
EXIN0002,2024-12-04T15:02:22Z,43.6830,7.3170,17.3174,38.1065,5.151,2,01111111
EXIN0002,2024-12-04T15:32:22Z,43.6830,7.3170,17.3125,38.1065,5.161,2,01111111
EXIN0002,2024-12-04T16:02:22Z,43.6830,7.3170,17.304,38.1065,5.158,2,01111111
EXIN0002,2024-12-04T16:32:22Z,43.6830,7.3170,17.2994,38.1081,5.174,2,01111111
EXIN0002,2024-12-04T17:02:22Z,43.6830,7.3170,17.284,38.0952,5.158,2,01111111
EXIN0002,2024-12-04T17:32:22Z,43.6830,7.3170,17.2905,38.0987,5.14,2,01111111
EXIN0002,2024-12-04T18:02:22Z,43.6830,7.3170,17.2821,38.0992,5.122,2,01111111
EXIN0002,2024-12-04T18:32:22Z,43.6830,7.3170,17.2576,38.0925,5.148,2,01111111
EXIN0002,2024-12-04T19:02:22Z,43.6830,7.3170,17.2651,38.0942,5.146,2,01111111
EXIN0002,2024-12-04T19:32:22Z,43.6830,7.3170,17.2639,38.0955,5.146,2,01111111
EXIN0002,2024-12-04T20:02:22Z,43.6830,7.3170,17.2576,38.0994,5.15,2,01111111
EXIN0002,2024-12-04T20:32:22Z,43.6830,7.3170,17.2679,38.1031,5.154,2,01111111
EXIN0002,2024-12-04T21:02:22Z,43.6830,7.3170,17.2629,38.1029,5.142,2,01111111
EXIN0002,2024-12-04T22:32:18Z,43.6830,7.3170,17.2448,38.1028,5.129,2,01111111
EXIN0002,2024-12-04T23:02:18Z,43.6830,7.3170,17.2595,38.1032,5.133,2,01111111
EXIN0002,2024-12-04T23:32:18Z,43.6830,7.3170,17.2563,38.1023,5.134,2,01111111
EXIN0002,2024-12-05T00:02:18Z,43.6830,7.3170,17.2507,38.1016,5.133,2,01111111
EXIN0002,2024-12-05T00:32:18Z,43.6830,7.3170,17.2487,38.1031,5.129,2,01111111
EXIN0002,2024-12-05T01:02:18Z,43.6830,7.3170,17.248,38.104,5.14,2,01111111
EXIN0002,2024-12-05T01:32:18Z,43.6830,7.3170,17.2449,38.1041,5.138,2,01111111
EXIN0002,2024-12-05T02:02:18Z,43.6830,7.3170,17.2277,38.1049,5.136,2,01111111
EXIN0002,2024-12-05T02:32:18Z,43.6830,7.3170,17.2438,38.1057,5.134,2,01111111
EXIN0002,2024-12-05T03:02:18Z,43.6830,7.3170,17.236,38.1058,5.136,2,01111111
EXIN0002,2024-12-05T03:32:18Z,43.6830,7.3170,17.2106,38.1043,5.13,2,01111111
EXIN0002,2024-12-05T04:02:18Z,43.6830,7.3170,17.2288,38.1055,5.132,2,01111111
EXIN0002,2024-12-05T04:32:18Z,43.6830,7.3170,17.2085,38.1068,5.131,2,01111111
EXIN0002,2024-12-05T05:02:18Z,43.6830,7.3170,17.1831,38.1068,5.136,2,01111111
EXIN0002,2024-12-05T05:32:18Z,43.6830,7.3170,17.1831,38.1076,5.134,2,01111111
EXIN0002,2024-12-05T06:02:18Z,43.6830,7.3170,17.1929,38.1067,5.148,2,01111111
EXIN0002,2024-12-05T06:32:18Z,43.6830,7.3170,17.1662,38.1077,5.136,2,01111111
EXIN0002,2024-12-05T07:02:18Z,43.6830,7.3170,17.175,38.1077,5.125,2,01111111
EXIN0002,2024-12-05T07:32:18Z,43.6830,7.3170,17.1643,38.1082,5.132,2,01111111
EXIN0002,2024-12-05T08:02:18Z,43.6830,7.3170,17.1506,38.1088,5.135,2,01111111
EXIN0002,2024-12-05T08:32:18Z,43.6830,7.3170,17.1478,38.1085,5.134,2,01111111
EXIN0002,2024-12-05T09:02:18Z,43.6830,7.3170,17.141,38.1085,5.137,2,01111111
EXIN0002,2024-12-05T09:32:18Z,43.6830,7.3170,17.1364,38.1088,5.143,2,01111111
EXIN0002,2024-12-05T10:02:18Z,43.6830,7.3170,17.1337,38.109,5.151,2,01111111
EXIN0002,2024-12-05T10:32:18Z,43.6830,7.3170,17.1424,38.1092,5.143,2,01111111
EXIN0002,2024-12-05T11:02:18Z,43.6830,7.3170,17.1481,38.109,5.163,2,01111111
EXIN0002,2024-12-05T11:32:18Z,43.6830,7.3170,17.1466,38.1111,5.167,2,01111111
EXIN0002,2024-12-05T12:02:18Z,43.6830,7.3170,17.1669,38.1103,5.161,2,01111111
EXIN0002,2024-12-05T12:32:18Z,43.6830,7.3170,17.1722,38.1102,5.163,2,01111111
EXIN0002,2024-12-05T13:02:18Z,43.6830,7.3170,17.1816,38.1109,5.163,2,01111111
EXIN0002,2024-12-05T13:32:18Z,43.6830,7.3170,17.186,38.1115,5.17,2,01111111
EXIN0002,2024-12-05T14:02:18Z,43.6830,7.3170,17.1768,38.1121,5.182,2,01111111
EXIN0002,2024-12-05T14:32:18Z,43.6830,7.3170,17.1516,38.1101,5.192,2,01111111
EXIN0002,2024-12-05T15:02:18Z,43.6830,7.3170,17.1162,38.1092,5.195,2,01111111
EXIN0002,2024-12-05T15:32:18Z,43.6830,7.3170,17.118,38.109,5.2,2,01111111
EXIN0002,2024-12-05T16:02:18Z,43.6830,7.3170,17.1115,38.1088,5.195,2,01111111
EXIN0002,2024-12-05T16:32:18Z,43.6830,7.3170,17.1117,38.1101,5.191,2,01111111
EXIN0002,2024-12-05T17:02:18Z,43.6830,7.3170,17.1087,38.1085,5.191,2,01111111
EXIN0002,2024-12-05T17:32:18Z,43.6830,7.3170,17.1036,38.1092,5.183,2,01111111
EXIN0002,2024-12-05T18:02:18Z,43.6830,7.3170,17.1076,38.1084,5.182,2,01111111
EXIN0002,2024-12-05T18:32:18Z,43.6830,7.3170,17.0947,38.108,5.185,2,01111111
EXIN0002,2024-12-05T19:02:18Z,43.6830,7.3170,17.105,38.1091,5.182,2,01111111
EXIN0002,2024-12-05T19:32:18Z,43.6830,7.3170,17.0846,38.1093,5.185,2,01111111
EXIN0002,2024-12-05T20:02:18Z,43.6830,7.3170,17.1038,38.1094,5.183,2,01111111
EXIN0002,2024-12-05T20:32:18Z,43.6830,7.3170,17.0807,38.1093,5.18,2,01111111
EXIN0002,2024-12-05T21:02:18Z,43.6830,7.3170,17.0872,38.1084,5.178,2,01111111
EXIN0002,2024-12-05T21:32:18Z,43.6830,7.3170,17.0742,38.1081,5.18,2,01111111
EXIN0002,2024-12-05T22:32:26Z,43.6830,7.3170,17.0749,38.1067,5.175,2,01111111
EXIN0002,2024-12-05T23:02:26Z,43.6830,7.3170,17.042,38.1035,5.168,2,01111111
EXIN0002,2024-12-05T23:32:26Z,43.6830,7.3170,17.0345,38.103,5.166,2,01111111
EXIN0002,2024-12-06T00:02:26Z,43.6830,7.3170,17.0332,38.1019,5.166,2,01111111
EXIN0002,2024-12-06T00:32:26Z,43.6830,7.3170,17.0458,38.1029,5.16,2,01111111
EXIN0002,2024-12-06T01:02:26Z,43.6830,7.3170,17.019,38.1037,5.16,2,01111111
EXIN0002,2024-12-06T01:32:26Z,43.6830,7.3170,17.0306,38.1016,5.163,2,01111111
EXIN0002,2024-12-06T02:02:26Z,43.6830,7.3170,17.014,38.1021,5.154,2,01111111
EXIN0002,2024-12-06T02:32:26Z,43.6830,7.3170,17.0333,38.1005,5.155,2,01111111
EXIN0002,2024-12-06T03:02:26Z,43.6830,7.3170,17.0157,38.101,5.152,2,01111111
EXIN0002,2024-12-06T03:32:26Z,43.6830,7.3170,17.011,38.1013,5.158,2,01111111
EXIN0002,2024-12-06T04:02:26Z,43.6830,7.3170,17.0079,38.0996,5.159,2,01111111
EXIN0002,2024-12-06T04:32:26Z,43.6830,7.3170,17.0232,38.1004,5.157,2,01111111
EXIN0002,2024-12-06T05:02:26Z,43.6830,7.3170,17.0165,38.101,5.157,2,01111111
EXIN0002,2024-12-06T05:32:26Z,43.6830,7.3170,17.0181,38.1024,5.156,2,01111111
EXIN0002,2024-12-06T06:02:26Z,43.6830,7.3170,17.0139,38.1011,5.15,2,01111111
EXIN0002,2024-12-06T06:32:26Z,43.6830,7.3170,17.0167,38.1014,5.16,2,01111111
EXIN0002,2024-12-06T07:02:26Z,43.6830,7.3170,17.0143,38.1015,5.157,2,01111111
EXIN0002,2024-12-06T07:32:26Z,43.6830,7.3170,17.0214,38.102,5.168,2,01111111
EXIN0002,2024-12-06T08:02:26Z,43.6830,7.3170,17.02,38.1019,5.17,2,01111111
EXIN0002,2024-12-06T08:32:26Z,43.6830,7.3170,17.0268,38.1013,5.181,2,01111111
EXIN0002,2024-12-06T09:02:26Z,43.6830,7.3170,17.0186,38.103,5.196,2,01111111
EXIN0002,2024-12-06T09:32:26Z,43.6830,7.3170,17.0283,38.1018,5.186,2,01111111
EXIN0002,2024-12-06T10:02:26Z,43.6830,7.3170,17.0265,38.1019,5.192,2,01111111
EXIN0002,2024-12-06T10:32:26Z,43.6830,7.3170,17.027,38.1013,5.194,2,01111111
EXIN0002,2024-12-06T11:02:26Z,43.6830,7.3170,17.031,38.1012,5.196,2,01111111
EXIN0002,2024-12-06T11:32:26Z,43.6830,7.3170,17.0315,38.1009,5.197,2,01111111
EXIN0002,2024-12-06T12:02:26Z,43.6830,7.3170,17.0274,38.0988,5.2,2,01111111
EXIN0002,2024-12-06T12:32:26Z,43.6830,7.3170,17.0327,38.0973,5.201,2,01111111
EXIN0002,2024-12-06T13:02:26Z,43.6830,7.3170,17.0277,38.0977,5.201,2,01111111
EXIN0002,2024-12-06T13:32:26Z,43.6830,7.3170,17.0234,38.0993,5.2,2,01111111
EXIN0002,2024-12-06T14:02:26Z,43.6830,7.3170,17.0142,38.0992,5.195,2,01111111
EXIN0002,2024-12-06T14:32:26Z,43.6830,7.3170,17.004,38.101,5.195,2,01111111
EXIN0002,2024-12-06T15:02:26Z,43.6830,7.3170,17.0131,38.1,5.189,2,01111111
EXIN0002,2024-12-06T15:32:26Z,43.6830,7.3170,17.0047,38.1005,5.19,2,01111111
EXIN0002,2024-12-06T16:02:26Z,43.6830,7.3170,17.0021,38.102,5.183,2,01111111
EXIN0002,2024-12-06T16:32:26Z,43.6830,7.3170,16.9964,38.1028,5.189,2,01111111
EXIN0002,2024-12-06T17:02:26Z,43.6830,7.3170,16.9944,38.1013,5.194,2,01111111
EXIN0002,2024-12-06T17:32:26Z,43.6830,7.3170,17.0017,38.1022,5.2,2,01111111
EXIN0002,2024-12-06T18:02:26Z,43.6830,7.3170,17.0044,38.1035,5.19,2,01111111
EXIN0002,2024-12-06T18:32:26Z,43.6830,7.3170,16.9963,38.1043,5.182,2,01111111
EXIN0002,2024-12-06T19:02:26Z,43.6830,7.3170,16.9936,38.1032,5.183,2,01111111
EXIN0002,2024-12-06T19:32:26Z,43.6830,7.3170,16.9775,38.1037,5.194,2,01111111
EXIN0002,2024-12-06T20:02:26Z,43.6830,7.3170,16.9808,38.1035,5.195,2,01111111
EXIN0002,2024-12-06T20:32:26Z,43.6830,7.3170,16.9689,38.1029,5.203,2,01111111
EXIN0002,2024-12-06T21:02:26Z,43.6830,7.3170,16.9625,38.1031,5.197,2,01111111
EXIN0002,2024-12-06T22:32:24Z,43.6830,7.3170,16.9576,38.1023,5.197,2,01111111
EXIN0002,2024-12-06T23:02:24Z,43.6830,7.3170,16.9412,38.1021,5.201,2,01111111
EXIN0002,2024-12-06T23:32:24Z,43.6830,7.3170,16.9523,38.1016,5.201,2,01111111
EXIN0002,2024-12-07T00:02:24Z,43.6830,7.3170,16.9496,38.1003,5.197,2,01111111
EXIN0002,2024-12-07T00:32:24Z,43.6830,7.3170,16.9468,38.1016,5.199,2,01111111
EXIN0002,2024-12-07T01:02:24Z,43.6830,7.3170,16.939,38.1026,5.196,2,01111111
EXIN0002,2024-12-07T01:32:24Z,43.6830,7.3170,16.9341,38.103,5.172,2,01111111
EXIN0002,2024-12-07T02:02:24Z,43.6830,7.3170,16.9321,38.1032,5.185,2,01111111
EXIN0002,2024-12-07T02:32:24Z,43.6830,7.3170,16.9372,38.1039,5.184,2,01111111
EXIN0002,2024-12-07T03:02:24Z,43.6830,7.3170,16.9364,38.1067,5.176,2,01111111
EXIN0002,2024-12-07T03:32:24Z,43.6830,7.3170,16.9421,38.1061,5.157,2,01111111
EXIN0002,2024-12-07T04:02:24Z,43.6830,7.3170,16.9404,38.1057,5.161,2,01111111
EXIN0002,2024-12-07T04:32:24Z,43.6830,7.3170,16.9384,38.1065,5.151,2,01111111
EXIN0002,2024-12-07T05:02:24Z,43.6830,7.3170,16.9348,38.1067,5.154,2,01111111
EXIN0002,2024-12-07T05:32:24Z,43.6830,7.3170,16.9226,38.1086,5.156,2,01111111
EXIN0002,2024-12-07T06:02:24Z,43.6830,7.3170,16.9138,38.1072,5.16,2,01111111
EXIN0002,2024-12-07T06:32:24Z,43.6830,7.3170,16.9374,38.1055,5.165,2,01111111
EXIN0002,2024-12-07T07:02:24Z,43.6830,7.3170,16.8983,38.1089,5.173,2,01111111
EXIN0002,2024-12-07T07:32:24Z,43.6830,7.3170,16.9297,38.1058,5.182,2,01111111
EXIN0002,2024-12-07T08:02:24Z,43.6830,7.3170,16.9341,38.1049,5.19,2,01111111
EXIN0002,2024-12-07T08:32:24Z,43.6830,7.3170,16.9341,38.1048,5.194,2,01111111
EXIN0002,2024-12-07T09:02:24Z,43.6830,7.3170,16.928,38.1059,5.189,2,01111111
EXIN0002,2024-12-07T09:32:24Z,43.6830,7.3170,16.9272,38.1059,5.193,2,01111111
EXIN0002,2024-12-07T10:02:24Z,43.6830,7.3170,16.9093,38.1051,5.194,2,01111111
EXIN0002,2024-12-07T10:32:24Z,43.6830,7.3170,16.9199,38.1056,5.196,2,01111111
EXIN0002,2024-12-07T11:02:24Z,43.6830,7.3170,16.9076,38.1074,5.179,2,01111111
EXIN0002,2024-12-07T11:32:24Z,43.6830,7.3170,16.9005,38.1068,5.193,2,01111111
EXIN0002,2024-12-07T12:02:24Z,43.6830,7.3170,16.9126,38.1073,5.197,2,01111111
EXIN0002,2024-12-07T12:32:24Z,43.6830,7.3170,16.9297,38.1074,5.202,2,01111111
EXIN0002,2024-12-07T13:02:24Z,43.6830,7.3170,16.9282,38.1085,5.188,2,01111111
EXIN0002,2024-12-07T13:32:24Z,43.6830,7.3170,16.9208,38.1078,5.203,2,01111111
EXIN0002,2024-12-07T14:02:24Z,43.6830,7.3170,16.9304,38.1071,5.208,2,01111111
EXIN0002,2024-12-07T14:32:24Z,43.6830,7.3170,16.924,38.1069,5.205,2,01111111
EXIN0002,2024-12-07T15:02:24Z,43.6830,7.3170,16.9116,38.1076,5.207,2,01111111
EXIN0002,2024-12-07T15:32:24Z,43.6830,7.3170,16.919,38.1066,5.2,2,01111111
EXIN0002,2024-12-07T16:02:24Z,43.6830,7.3170,16.9226,38.1061,5.198,2,01111111
EXIN0002,2024-12-07T16:32:24Z,43.6830,7.3170,16.9161,38.1065,5.197,2,01111111
EXIN0002,2024-12-07T17:02:24Z,43.6830,7.3170,16.9132,38.1064,5.202,2,01111111
EXIN0002,2024-12-07T17:32:24Z,43.6830,7.3170,16.914,38.1066,5.214,2,01111111
EXIN0002,2024-12-07T18:02:24Z,43.6830,7.3170,16.8911,38.1066,5.214,2,01111111
EXIN0002,2024-12-07T18:32:24Z,43.6830,7.3170,16.9034,38.1063,5.206,2,01111111
EXIN0002,2024-12-07T19:02:24Z,43.6830,7.3170,16.9095,38.1069,5.204,2,01111111
EXIN0002,2024-12-07T19:32:24Z,43.6830,7.3170,16.8701,38.0994,5.201,2,01111111
EXIN0002,2024-12-07T20:02:24Z,43.6830,7.3170,16.8688,38.1006,5.206,2,01111111
EXIN0002,2024-12-07T20:32:24Z,43.6830,7.3170,16.89,38.1025,5.197,2,01111111
EXIN0002,2024-12-07T21:02:24Z,43.6830,7.3170,16.8845,38.1008,5.199,2,01111111
EXIN0002,2024-12-07T22:32:28Z,43.6830,7.3170,16.8658,38.101,5.201,2,01111111
EXIN0002,2024-12-07T23:02:28Z,43.6830,7.3170,16.8203,38.0892,5.194,2,01111111
EXIN0002,2024-12-07T23:32:28Z,43.6830,7.3170,16.8363,38.0935,5.179,2,01111111
EXIN0002,2024-12-08T00:02:28Z,43.6830,7.3170,16.8659,38.1028,5.179,2,01111111
EXIN0002,2024-12-08T00:32:28Z,43.6830,7.3170,16.8582,38.101,5.177,2,01111111
EXIN0002,2024-12-08T01:02:28Z,43.6830,7.3170,16.8464,38.1029,5.183,2,01111111
EXIN0002,2024-12-08T01:32:28Z,43.6830,7.3170,16.8361,38.1043,5.186,2,01111111
EXIN0002,2024-12-08T02:02:28Z,43.6830,7.3170,16.8352,38.1028,5.209,2,01111111
EXIN0002,2024-12-08T02:32:28Z,43.6830,7.3170,16.8137,38.1018,5.214,2,01111111
EXIN0002,2024-12-08T03:02:28Z,43.6830,7.3170,16.8348,38.1031,5.212,2,01111111
EXIN0002,2024-12-08T03:32:28Z,43.6830,7.3170,16.8308,38.1036,5.21,2,01111111
EXIN0002,2024-12-08T04:02:28Z,43.6830,7.3170,16.7768,38.093,5.21,2,01111111
EXIN0002,2024-12-08T04:32:28Z,43.6830,7.3170,16.8029,38.0969,5.208,2,01111111
EXIN0002,2024-12-08T05:02:28Z,43.6830,7.3170,16.7907,38.0987,5.206,2,01111111
EXIN0002,2024-12-08T05:32:28Z,43.6830,7.3170,16.8033,38.1006,5.204,2,01111111
